id,title,company,city,region,contract,skills,salary,source,url,posted_at,scraped_at
602,SUPERVISEUR SUPPORT IT H/F,EVERIENCE TUNISIA,Tunis,,CDI,informatique / télécoms,,keejob,https://www.keejob.com/offres-emploi/236548/superviseur-support-it-hf/,informatique / télécoms,2026-03-18 09:45:33
603,Vendeur/ Caissier TAO Manar City,TUNTEX,Ariana,,,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/236542/vendeur-caissier-tao-manar-city/,commerce / vente / distribution,2026-03-18 09:45:33
604,Opérateur machine,TUNICAST,Ben Arous,Ben Arous,CDI / SIVP,industrie métalliques,900 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/236572/op%C3%A9rateur-machine/,industrie métalliques,2026-03-18 09:45:33
605,Delivery Manager H/F,EVERIENCE TUNISIA,Tunis,,CDI,informatique / télécoms,,keejob,https://www.keejob.com/offres-emploi/236550/delivery-manager-hf/,informatique / télécoms,2026-03-18 09:45:33
606,Agent logistique,HUTCHINSON,Sousse,Sousse,CDI / CDD / SIVP,industrie électro-mécaniques,,keejob,https://www.keejob.com/offres-emploi/236601/agent-logistique/,industrie électro-mécaniques,2026-03-18 09:45:33
607,SUPPORT CLIENT,ETAI TUNISIE/INFOPRO DIGITAL,Ariana,Ariana,CDI,communication / publicité / média,1000 - 1300 TND,keejob,https://www.keejob.com/offres-emploi/236541/support-client/,communication / publicité / média,2026-03-18 09:45:33
608,Business Analyst Retail,AZIZA,Ben Arous,Ben Arous,CDI,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/236577/business-analyst-retail/,commerce / vente / distribution,2026-03-18 09:45:33
609,Responsable Ressources Humaines,PARTNER RECRUITMENT,Ariana,,,recrutement / ressources humaines,3000 - 3200 TND,keejob,https://www.keejob.com/offres-emploi/236570/responsable-ressources-humaines/,recrutement / ressources humaines,2026-03-18 09:45:33
610,Coordinateur Process et Contrôle Interne,ROSE BLANCHE GROUP,Sousse,Sousse,CDI,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/236556/coordinateur-process-et-contr%C3%B4le-interne/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:33
611,Technicien Mécanique de précision (H/F),TECHNIPLAST INDUSTRIE,,Bizerte,CDI / CDD / SIVP,industrie électro-mécaniques,,keejob,https://www.keejob.com/offres-emploi/236588/technicien-m%C3%A9canique-de-pr%C3%A9cision-hf/,industrie électro-mécaniques,2026-03-18 09:45:33
612,COMMERCIAL SUD,OLYMPIA COMPANY,Kairouan,,CDI / SIVP,commerce / vente / distribution,900 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/236596/commercial-sud/,commerce / vente / distribution,2026-03-18 09:45:33
613,CHARGÉ DE RECOUVREMENT ET DE FACTURATION,ETAI TUNISIE/INFOPRO DIGITAL,Ariana,Ariana,CDI,communication / publicité / média,,keejob,https://www.keejob.com/offres-emploi/236540/charg%C3%A9-de-recouvrement-et-de-facturation/,communication / publicité / média,2026-03-18 09:45:33
614,informatique appliquée à la gestion,TUNICAST,Ben Arous,,CDI,industrie métalliques,1300 - 1500 TND,keejob,https://www.keejob.com/offres-emploi/236598/informatique-appliqu%C3%A9e-%C3%A0-la-gestion/,industrie métalliques,2026-03-18 09:45:33
615,Technicien en chimie,GROUPE JUDY,,Nabeul,CDI,chimie / biologie / physique,700 - 750 TND,keejob,https://www.keejob.com/offres-emploi/236545/technicien-en-chimie/,chimie / biologie / physique,2026-03-18 09:45:35
616,Chargé(e) Qualité & Formation – Télévente,COMETE TN.AI,,Tunis,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/236573/charg%C3%A9e-qualit%C3%A9-formation-t%C3%A9l%C3%A9vente/,call center / télévente,2026-03-18 09:45:35
617,Un Gestionnaire Ressources Humaines,HR HOUSE INTERNATIONAL,Tunis,,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/236568/un-gestionnaire-ressources-humaines/,recrutement / ressources humaines,2026-03-18 09:45:35
618,Webmaster (H/F),ETAI TUNISIE/INFOPRO DIGITAL,Ariana,Ariana,CDI / SIVP,communication / publicité / média,1000 - 1500 TND,keejob,https://www.keejob.com/offres-emploi/236538/webmaster-hf/,communication / publicité / média,2026-03-18 09:45:35
619,SUPPORT CLIENT & CHARGE SAV,SMART SOLUTIONS,Ben Arous,Ben Arous,CDI / SIVP,commerce / vente / distribution,700 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/236555/support-client-charge-sav/,commerce / vente / distribution,2026-03-18 09:45:35
620,"Téléconseillers (Appels, Chat & Email)",OUTSOURCIA,Tunis,Tunis,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/236567/t%C3%A9l%C3%A9conseillers-appels-chat-email/,call center / télévente,2026-03-18 09:45:35
621,SDA italien ou allemand et anglais,EVERIENCE TUNISIA,Tunis,,CDI,informatique / télécoms,,keejob,https://www.keejob.com/offres-emploi/236547/sda-italien-ou-allemand-et-anglais/,informatique / télécoms,2026-03-18 09:45:35
622,Conseillers Commerciaux en Réception d'appel,OUTSOURCIA,Ariana,Ariana,CDI / SIVP,call center / télévente,1200 - 2000 TND,keejob,https://www.keejob.com/offres-emploi/236593/conseillers-commerciaux-en-r%C3%A9ception-dappel/,call center / télévente,2026-03-18 09:45:35
623,Auditeur Interne,BEN YAGHLANE SHOPS,Manouba,,,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/236571/auditeur-interne/,commerce / vente / distribution,2026-03-18 09:45:35
624,Chargé(e) Conduite de Changement,ROSE BLANCHE GROUP,Sousse,Sousse,CDI,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/236558/charg%C3%A9e-conduite-de-changement/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:35
625,Cariste,ARTUS,,Tunis,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237975/cariste/,recrutement / ressources humaines,2026-03-18 09:45:35
626,OPERATEUR PRODUCTION,PHARMAGHREB,Ariana,Ariana,CDI / CDD,santé / paramédical / optique,,keejob,https://www.keejob.com/offres-emploi/237979/prodrh-032026/,santé / paramédical / optique,2026-03-18 09:45:35
627,operateur de fabrication formes pâteuses,PHARMAGHREB,Ariana,Ariana,CDI / CDD,santé / paramédical / optique,800 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/237982/operateur-de-fabrication-formes-p%C3%A2teuses/,santé / paramédical / optique,2026-03-18 09:45:35
628,Retail Marketing Products Officer,BANK ABC,Tunis,,CDI,banque / finance / assurances,,keejob,https://www.keejob.com/offres-emploi/237981/retail-marketing-products-officer/,banque / finance / assurances,2026-03-18 09:45:35
629,Technicien superieur labo,PHARMAGHREB,Ariana,Ariana,CDI / CDD,santé / paramédical / optique,800 - 1100 TND,keejob,https://www.keejob.com/offres-emploi/237983/technicien-superieur-labo/,santé / paramédical / optique,2026-03-18 09:45:35
630,Commercial,TRUSTSAFE SECURITY,Tunis,,CDI / CDD / SIVP,informatique / télécoms,500 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/237974/commercial-informatique/,informatique / télécoms,2026-03-18 09:45:37
631,Superviseur Senior Électricité & Déploiement,CRIT,Ben Arous,,CDI / Indépendant/Freelance,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237986/superviseur-senior-%C3%A9lectricit%C3%A9-d%C3%A9ploiement/,recrutement / ressources humaines,2026-03-18 09:45:37
632,Ingénieur Qualité,ROLCAR TUNISIA,Nabeul,Nabeul,SIVP,industrie électro-mécaniques,800 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/237990/ing%C3%A9nieur-qualit%C3%A9/,industrie électro-mécaniques,2026-03-18 09:45:37
633,Approvisionneur,ASTEELFLASH,Ariana,Ariana,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/237992/approvisionneur/,électronique / électricité / énergie,2026-03-18 09:45:37
634,ingénieur Électromécanique,ROLCAR TUNISIA,Nabeul,Nabeul,SIVP,industrie électro-mécaniques,800 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/237988/ing%C3%A9nieur-%C3%A9lectrom%C3%A9canique/,industrie électro-mécaniques,2026-03-18 09:45:37
635,Ingénieur Développement Mobile,Entreprise Anonyme,,Tunis,CDI,,1400 - 2500 TND,keejob,https://www.keejob.com/offres-emploi/237989/ing%C3%A9nieur-d%C3%A9veloppement-mobile/,Entreprise Anonyme,2026-03-18 09:45:37
636,Directeur Financier,Entreprise Anonyme,Ariana,,CDI,,7000 - 10000 TND,keejob,https://www.keejob.com/offres-emploi/237994/directeur-financier/,Entreprise Anonyme,2026-03-18 09:45:37
637,Souscripteur en Assurances IARD,PROTECT + TUNISIE,Ariana,Ariana,CDI / SIVP,banque / finance / assurances,1200 - 1400 TND,keejob,https://www.keejob.com/offres-emploi/236647/souscripteur-en-assurances-iard/,banque / finance / assurances,2026-03-18 09:45:37
638,Ingénieur Electrique,PROBAT,Tunis,Tunis,CDI / CDD / SIVP,architecture / immobilier / BTP,1800 - 2800 TND,keejob,https://www.keejob.com/offres-emploi/237995/ing%C3%A9nieur-electrique/,architecture / immobilier / BTP,2026-03-18 09:45:37
639,Chef de Projet dynamique,CREATIV INCENTIVE TUNISIA,,Tunis,CDI / Saisonnier,tourisme / hôtellerie / restauration / loisirs,600 - 1200 TND,keejob,https://www.keejob.com/offres-emploi/238005/chef-de-projet-dynamique/,tourisme / hôtellerie / restauration / loisirs,2026-03-18 09:45:37
640,Comptable,Entreprise Anonyme,Tunis,Tunis,CDI / SIVP,,,keejob,https://www.keejob.com/offres-emploi/238007/comptables/,Entreprise Anonyme,2026-03-18 09:45:37
641,Responsable études et chiffrage,TUNISIE PROFILES ALUMINIUM,Ben Arous,Ben Arous,,industrie métalliques,,keejob,https://www.keejob.com/offres-emploi/238008/responsable-%C3%A9tudes-et-chiffrage/,industrie métalliques,2026-03-18 09:45:37
642,Responsable Ressources Humaines (H/F),VAKAY,Sfax,,CDI,autres,1200 - 1600 TND,keejob,https://www.keejob.com/offres-emploi/238009/responsable-ressources-humaines-hf/,autres,2026-03-18 09:45:37
643,Ingénieur Technico-commercial,GEI,Ben Arous,Ben Arous,CDI,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/238011/ingenieur-technico-commercial/,commerce / vente / distribution,2026-03-18 09:45:37
644,Chargé(e) de Service Client BtoB,ACTIVE CONTACT,Tunis,Tunis,CDI / SIVP,call center / télévente,900 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/238012/charg%C3%A9e-de-service-client-btob/,call center / télévente,2026-03-18 09:45:37
